id,sample,sample_type,patient,platform,lane,forward_file_name,reverse_file_name
S_TJ_E_030_C_1,TJ_E_030_C,T,TJ_E_030,DNBSEQ,E100033095,/data/storage/checked/Endometrial_cancer/S_TJ_E_030_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_030_C_1.R2.fastq.gz
S_TJ_E_030_N_1,TJ_E_030_N,N,TJ_E_030,DNBSEQ,V350038314,/data/storage/checked/Endometrial_cancer/S_TJ_E_030_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_030_N_1.R2.fastq.gz
S_TJ_E_031_C_1,TJ_E_031_C,T,TJ_E_031,DNBSEQ,V350038314,/data/storage/checked/Endometrial_cancer/S_TJ_E_031_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_031_C_1.R2.fastq.gz
S_TJ_E_031_C_2,TJ_E_031_C,T,TJ_E_031,DNBSEQ,V350038314,/data/storage/checked/Endometrial_cancer/S_TJ_E_031_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_031_C_2.R2.fastq.gz
S_TJ_E_031_C_3,TJ_E_031_C,T,TJ_E_031,DNBSEQ,V350038314,/data/storage/checked/Endometrial_cancer/S_TJ_E_031_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_031_C_3.R2.fastq.gz
S_TJ_E_031_C_4,TJ_E_031_C,T,TJ_E_031,DNBSEQ,V350040107,/data/storage/checked/Endometrial_cancer/S_TJ_E_031_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_031_C_4.R2.fastq.gz
S_TJ_E_032_C_1,TJ_E_032_C,T,TJ_E_032,DNBSEQ,E100033063,/data/storage/checked/Endometrial_cancer/S_TJ_E_032_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_032_C_1.R2.fastq.gz
S_TJ_E_032_C_2,TJ_E_032_C,T,TJ_E_032,DNBSEQ,V350050967,/data/storage/checked/Endometrial_cancer/S_TJ_E_032_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_032_C_2.R2.fastq.gz
S_TJ_E_032_C_3,TJ_E_032_C,T,TJ_E_032,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_032_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_032_C_3.R2.fastq.gz
S_TJ_E_032_C_4,TJ_E_032_C,T,TJ_E_032,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_032_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_032_C_4.R2.fastq.gz
S_TJ_E_033_C_1,TJ_E_033_C,T,TJ_E_033,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_033_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_033_C_1.R2.fastq.gz
S_TJ_E_033_N_1,TJ_E_033_N,N,TJ_E_033,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_033_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_033_N_1.R2.fastq.gz
S_TJ_E_034_C_1,TJ_E_034_C,T,TJ_E_034,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_C_1.R2.fastq.gz
S_TJ_E_034_C_2,TJ_E_034_C,T,TJ_E_034,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_C_2.R2.fastq.gz
S_TJ_E_034_C_3,TJ_E_034_C,T,TJ_E_034,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_C_3.R2.fastq.gz
S_TJ_E_034_C_4,TJ_E_034_C,T,TJ_E_034,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_C_4.R2.fastq.gz
S_TJ_E_034_N_1,TJ_E_034_N,N,TJ_E_034,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_034_N_1.R2.fastq.gz
S_TJ_E_035_C_1,TJ_E_035_C,T,TJ_E_035,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_C_1.R2.fastq.gz
S_TJ_E_035_C_2,TJ_E_035_C,T,TJ_E_035,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_C_2.R2.fastq.gz
S_TJ_E_035_C_3,TJ_E_035_C,T,TJ_E_035,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_C_3.R2.fastq.gz
S_TJ_E_035_C_4,TJ_E_035_C,T,TJ_E_035,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_C_4.R2.fastq.gz
S_TJ_E_035_N_1,TJ_E_035_N,N,TJ_E_035,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_035_N_1.R2.fastq.gz
S_TJ_E_036_C_1,TJ_E_036_C,T,TJ_E_036,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_TJ_E_036_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_036_C_1.R2.fastq.gz
S_TJ_E_036_C_2,TJ_E_036_C,T,TJ_E_036,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_TJ_E_036_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_036_C_2.R2.fastq.gz
S_TJ_E_036_C_3,TJ_E_036_C,T,TJ_E_036,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_TJ_E_036_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_036_C_3.R2.fastq.gz
S_TJ_E_036_C_4,TJ_E_036_C,T,TJ_E_036,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_TJ_E_036_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_036_C_4.R2.fastq.gz
S_TJ_E_037_C_1,TJ_E_037_C,T,TJ_E_037,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_TJ_E_037_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_037_C_1.R2.fastq.gz
S_TJ_E_038_C_1,TJ_E_038_C,T,TJ_E_038,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_C_1.R2.fastq.gz
S_TJ_E_038_C_2,TJ_E_038_C,T,TJ_E_038,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_C_2.R2.fastq.gz
S_TJ_E_038_C_3,TJ_E_038_C,T,TJ_E_038,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_C_3.R2.fastq.gz
S_TJ_E_038_C_4,TJ_E_038_C,T,TJ_E_038,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_C_4.R2.fastq.gz
S_TJ_E_038_N_1,TJ_E_038_N,N,TJ_E_038,DNBSEQ,V350038556,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_038_N_1.R2.fastq.gz
S_TJ_E_039_C_1,TJ_E_039_C,T,TJ_E_039,DNBSEQ,V350049325,/data/storage/checked/Endometrial_cancer/S_TJ_E_039_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_039_C_1.R2.fastq.gz
S_TJ_E_040_C_1,TJ_E_040_C,T,TJ_E_040,DNBSEQ,E100032987,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_C_1.R2.fastq.gz
S_TJ_E_040_C_2,TJ_E_040_C,T,TJ_E_040,DNBSEQ,E100032987,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_C_2.R2.fastq.gz
S_TJ_E_040_C_3,TJ_E_040_C,T,TJ_E_040,DNBSEQ,E100032987,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_C_3.R2.fastq.gz
S_TJ_E_040_C_4,TJ_E_040_C,T,TJ_E_040,DNBSEQ,E100032987,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_C_4.R2.fastq.gz
S_TJ_E_040_N_1,TJ_E_040_N,N,TJ_E_040,DNBSEQ,E100032987,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_040_N_1.R2.fastq.gz
S_TJ_E_041_C_1,TJ_E_041_C,T,TJ_E_041,DNBSEQ,E100032987,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_C_1.R2.fastq.gz
S_TJ_E_041_C_2,TJ_E_041_C,T,TJ_E_041,DNBSEQ,E100032987,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_C_2.R2.fastq.gz
S_TJ_E_041_C_3,TJ_E_041_C,T,TJ_E_041,DNBSEQ,E100032987,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_C_3.R2.fastq.gz
S_TJ_E_041_C_4,TJ_E_041_C,T,TJ_E_041,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_C_4.R2.fastq.gz
S_TJ_E_041_N_1,TJ_E_041_N,N,TJ_E_041,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_041_N_1.R2.fastq.gz
S_TJ_E_042_N_1,TJ_E_042_N,N,TJ_E_042,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_TJ_E_042_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_042_N_1.R2.fastq.gz
S_TJ_E_042_N_2,TJ_E_042_N,N,TJ_E_042,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_TJ_E_042_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_042_N_2.R2.fastq.gz
S_TJ_E_042_N_3,TJ_E_042_N,N,TJ_E_042,DNBSEQ,V350040107,/data/storage/checked/Endometrial_cancer/S_TJ_E_042_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_042_N_3.R2.fastq.gz
S_TJ_E_042_N_4,TJ_E_042_N,N,TJ_E_042,DNBSEQ,E100019203,/data/storage/checked/Endometrial_cancer/S_TJ_E_042_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_042_N_4.R2.fastq.gz
S_TJ_E_043_C_1,TJ_E_043_C,T,TJ_E_043,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_C_1.R2.fastq.gz
S_TJ_E_043_C_2,TJ_E_043_C,T,TJ_E_043,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_C_2.R2.fastq.gz
S_TJ_E_043_C_3,TJ_E_043_C,T,TJ_E_043,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_C_3.R2.fastq.gz
S_TJ_E_043_C_4,TJ_E_043_C,T,TJ_E_043,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_C_4.R2.fastq.gz
S_TJ_E_043_N_1,TJ_E_043_N,N,TJ_E_043,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_N_1.R2.fastq.gz
S_TJ_E_043_N_2,TJ_E_043_N,N,TJ_E_043,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_N_2.R2.fastq.gz
S_TJ_E_043_N_3,TJ_E_043_N,N,TJ_E_043,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_N_3.R2.fastq.gz
S_TJ_E_043_N_4,TJ_E_043_N,N,TJ_E_043,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_043_N_4.R2.fastq.gz
S_TJ_E_044_C_1,TJ_E_044_C,T,TJ_E_044,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_C_1.R2.fastq.gz
S_TJ_E_044_N_1,TJ_E_044_N,N,TJ_E_044,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_N_1.R2.fastq.gz
S_TJ_E_044_N_2,TJ_E_044_N,N,TJ_E_044,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_N_2.R2.fastq.gz
S_TJ_E_044_N_3,TJ_E_044_N,N,TJ_E_044,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_N_3.R2.fastq.gz
S_TJ_E_044_N_4,TJ_E_044_N,N,TJ_E_044,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_044_N_4.R2.fastq.gz
S_TJ_E_045_N_1,TJ_E_045_N,N,TJ_E_045,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_TJ_E_045_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_045_N_1.R2.fastq.gz
S_TJ_E_045_N_2,TJ_E_045_N,N,TJ_E_045,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_TJ_E_045_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_045_N_2.R2.fastq.gz
S_TJ_E_045_N_3,TJ_E_045_N,N,TJ_E_045,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_TJ_E_045_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_045_N_3.R2.fastq.gz
S_TJ_E_045_N_4,TJ_E_045_N,N,TJ_E_045,DNBSEQ,V350040107,/data/storage/checked/Endometrial_cancer/S_TJ_E_045_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_045_N_4.R2.fastq.gz
S_TJ_E_046_C_1,TJ_E_046_C,T,TJ_E_046,DNBSEQ,E100019203,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_C_1.R2.fastq.gz
S_TJ_E_046_C_2,TJ_E_046_C,T,TJ_E_046,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_C_2.R2.fastq.gz
S_TJ_E_046_C_3,TJ_E_046_C,T,TJ_E_046,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_C_3.R2.fastq.gz
S_TJ_E_046_C_4,TJ_E_046_C,T,TJ_E_046,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_C_4.R2.fastq.gz
S_TJ_E_046_N_1,TJ_E_046_N,N,TJ_E_046,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_N_1.R2.fastq.gz
S_TJ_E_046_N_2,TJ_E_046_N,N,TJ_E_046,DNBSEQ,V350040107,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_N_2.R2.fastq.gz
S_TJ_E_046_N_3,TJ_E_046_N,N,TJ_E_046,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_N_3.R2.fastq.gz
S_TJ_E_046_N_4,TJ_E_046_N,N,TJ_E_046,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_E_046_N_4.R2.fastq.gz
S_TJ_L_001_C_1,TJ_L_001_C,T,TJ_L_001,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_C_1.R2.fastq.gz
S_TJ_L_001_C_2,TJ_L_001_C,T,TJ_L_001,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_C_2.R2.fastq.gz
S_TJ_L_001_C_3,TJ_L_001_C,T,TJ_L_001,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_C_3.R2.fastq.gz
S_TJ_L_001_C_4,TJ_L_001_C,T,TJ_L_001,DNBSEQ,V350040107,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_C_4.R2.fastq.gz
S_TJ_L_001_LN_1,TJ_L_001_LN,T,TJ_L_001,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_LN_1.R2.fastq.gz
S_TJ_L_001_LN_2,TJ_L_001_LN,T,TJ_L_001,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_LN_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_LN_2.R2.fastq.gz
S_TJ_L_001_LN_3,TJ_L_001_LN,T,TJ_L_001,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_LN_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_LN_3.R2.fastq.gz
S_TJ_L_001_LN_4,TJ_L_001_LN,T,TJ_L_001,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_LN_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_LN_4.R2.fastq.gz
S_TJ_L_001_N_1,TJ_L_001_N,N,TJ_L_001,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_001_N_1.R2.fastq.gz
S_TJ_L_002_C_1,TJ_L_002_C,T,TJ_L_002,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_C_1.R2.fastq.gz
S_TJ_L_002_C_2,TJ_L_002_C,T,TJ_L_002,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_C_2.R2.fastq.gz
S_TJ_L_002_C_3,TJ_L_002_C,T,TJ_L_002,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_C_3.R2.fastq.gz
S_TJ_L_002_C_4,TJ_L_002_C,T,TJ_L_002,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_C_4.R2.fastq.gz
S_TJ_L_002_LN_1,TJ_L_002_LN,T,TJ_L_002,DNBSEQ,V350040107,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_LN_1.R2.fastq.gz
S_TJ_L_002_LN_2,TJ_L_002_LN,T,TJ_L_002,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_LN_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_LN_2.R2.fastq.gz
S_TJ_L_002_LN_3,TJ_L_002_LN,T,TJ_L_002,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_LN_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_LN_3.R2.fastq.gz
S_TJ_L_002_LN_4,TJ_L_002_LN,T,TJ_L_002,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_LN_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_002_LN_4.R2.fastq.gz
S_TJ_L_003_C_1,TJ_L_003_C,T,TJ_L_003,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_C_1.R2.fastq.gz
S_TJ_L_003_C_2,TJ_L_003_C,T,TJ_L_003,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_C_2.R2.fastq.gz
S_TJ_L_003_C_3,TJ_L_003_C,T,TJ_L_003,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_C_3.R2.fastq.gz
S_TJ_L_003_C_4,TJ_L_003_C,T,TJ_L_003,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_C_4.R2.fastq.gz
S_TJ_L_003_LN_1,TJ_L_003_LN,T,TJ_L_003,DNBSEQ,V350040107,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_LN_1.R2.fastq.gz
S_TJ_L_003_LN_2,TJ_L_003_LN,T,TJ_L_003,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_LN_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_LN_2.R2.fastq.gz
S_TJ_L_003_LN_3,TJ_L_003_LN,T,TJ_L_003,DNBSEQ,E100019203,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_LN_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_LN_3.R2.fastq.gz
S_TJ_L_003_LN_4,TJ_L_003_LN,T,TJ_L_003,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_LN_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_LN_4.R2.fastq.gz
S_TJ_L_003_N_1,TJ_L_003_N,N,TJ_L_003,DNBSEQ,E100019192,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_003_N_1.R2.fastq.gz
S_TJ_L_004_C_1,TJ_L_004_C,T,TJ_L_004,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_C_1.R2.fastq.gz
S_TJ_L_004_LN_1,TJ_L_004_LN,T,TJ_L_004,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_LN_1.R2.fastq.gz
S_TJ_L_004_LN_2,TJ_L_004_LN,T,TJ_L_004,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_LN_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_LN_2.R2.fastq.gz
S_TJ_L_004_LN_3,TJ_L_004_LN,T,TJ_L_004,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_LN_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_LN_3.R2.fastq.gz
S_TJ_L_004_LN_4,TJ_L_004_LN,T,TJ_L_004,DNBSEQ,V350040107,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_LN_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_LN_4.R2.fastq.gz
S_TJ_L_004_N_1,TJ_L_004_N,N,TJ_L_004,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_TJ_L_004_N_1.R2.fastq.gz
